Tag,Gene_Name,Gene_Symbol,PDNDvControl_FC,PDNDvControl_pval,PDDvPDND_FC,PDDvPDND_pval,PDDvControl_FC,PDDvControl_pval,Avg_PDD,Avg_PDND,Avg_Control
213310_at,"eukaryotic translation initiation factor 2C, 2",EIF2C2,0.856715856,0.396366999,1.807148312,0.000260271,1.548212613,0.006648335,137.1384615,75.88666667,88.57857143
215634_at,Homo sapiens clone 23618 mRNA sequence,---,0.976363127,0.921665118,1.81828642,0.000235866,1.775307816,0.00487254,166.1307692,91.36666667,93.57857143
204159_at,"cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)",CDKN2C,1.049971115,0.743763149,1.818474236,0.000247017,1.909345421,0.000369273,220.3384615,121.1666667,115.4
236330_at,"Homo sapiens cDNA FLJ42688 fis, clone BRAMY3002120",---,1.176001473,0.351224995,1.82232253,0.000764438,2.143053979,0.000135648,193.9923077,106.4533333,90.52142857
214655_at,G protein-coupled receptor 6,GPR6,1.093354934,0.560760829,1.823495343,0.000178089,1.99372763,0.000173497,158.2307692,86.77333333,79.36428571
1558703_at,similar to RIKEN cDNA 1110002C08 gene,MGC9564,1.009327442,0.942691891,1.830140676,0.003329172,1.847211208,0.002950346,188.1384615,102.8,101.85
1569746_s_at,"Homo sapiens, clone IMAGE:5192259, mRNA",---,0.912898585,0.642875149,1.830194036,0.001326208,1.670781545,0.002297746,152.0769231,83.09333333,91.02142857
227380_x_at,hypothetical protein MGC13114,MGC13114,0.989336769,0.949443534,1.85518987,0.001138913,1.835407552,0.000708941,142.4538462,76.78666667,77.61428571
215743_at,ribonuclease P (38kD),RPP38,0.899070222,0.567709556,1.862870755,0.004927957,1.674851623,0.00377604,506.0923077,271.6733333,302.1714286
238182_at,"replication factor C (activator 1) 5, 36.5kDa",RFC5,1.042974321,0.760708871,1.869621471,0.001036934,1.949967184,0.001355089,112.6384615,60.24666667,57.76428571
238777_x_at,"Homo sapiens hypothetical gene supported by BC011766 (LOC348795), mRNA",---,1.003071507,0.986040529,1.874415352,0.00146978,1.880172633,0.004444171,101.7307692,54.27333333,54.10714286
236666_s_at,"Homo sapiens LOC283200 (LOC283200), mRNA",---,1.424554399,0.080931031,1.910033632,0.004013335,2.720946813,7.28956E-05,272.6,142.72,100.1857143
242195_x_at,numb homolog (Drosophila)-like,NUMBL,0.93267011,0.702643864,1.913626754,0.003366766,1.784782475,0.008456813,3408.692308,1781.273333,1909.864286
223282_at,serologically defined colon cancer antigen 33,SDCCAG33,0.962155176,0.747743504,1.916318465,0.00197311,1.843795729,0.003111168,1521.684615,794.0666667,825.3
216745_x_at,"Homo sapiens cDNA: FLJ20953 fis, clone ADSE01979",---,0.996992788,0.985286389,1.939097971,0.001011264,1.933266692,0.001123443,405.9307692,209.34,209.9714286
205594_at,KIAA0924 protein,KIAA0924,1.340949332,0.155110048,1.947659583,0.002597014,2.611712816,0.000102768,256.3769231,131.6333333,98.16428571
236901_at,"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 2",ADAMTS2,1.374053648,0.162050556,1.955376912,0.007559935,2.68679278,0.001240459,341.0307692,174.4066667,126.9285714
235681_at,"Homo sapiens, clone IMAGE:4819084, mRNA",---,0.947764416,0.688538239,1.994604173,4.92305E-05,1.890414858,0.000310094,102.1769231,51.22666667,54.05
215012_at,zinc finger protein 451,ZNF451,1.11069243,0.673948142,1.999178656,0.003457881,2.2204726,0.00174909,361.9846154,181.0666667,163.0214286
201759_at,tubulin-specific chaperone d,TBCD,0.972733463,0.819532625,2.005502789,0.00016746,1.950819672,0.000644381,532.1,265.32,272.7571429
1560689_s_at,v-akt murine thymoma viral oncogene homolog 2,AKT2,1.03805047,0.866531235,2.011242011,0.003464829,2.087770715,0.004899852,120.5538462,59.94,57.74285714
1570588_at,"Homo sapiens, clone IMAGE:4703872, mRNA",---,1.169448834,0.526210761,2.012417759,0.003501741,2.353419602,0.000596058,117.0153846,58.14666667,49.72142857
215069_at,N-myristoyltransferase 2,NMT2,0.948443412,0.792836313,2.015477382,0.002852982,1.911566246,0.009718858,211.6923077,105.0333333,110.7428571
226017_at,chemokine-like factor super family 7,CKLFSF7,1.229657491,0.424285316,2.022749506,0.002139881,2.487289083,7.65649E-05,103.9153846,51.37333333,41.77857143
241837_at,Homo sapiens transcribed sequences,---,1.191191763,0.467345821,2.040268023,0.007863414,2.430350463,0.001560757,340.5615385,166.92,140.1285714
231038_s_at,Homo sapiens transcribed sequence with strong similarity to protein ref:NP_078795.1 (H.sapiens)  hypothetical protein FLJ13725; KIAA1930 protein [Homo sapiens],---,0.995876568,0.987467518,2.040966856,0.003847132,2.032551067,0.003573849,250.4538462,122.7133333,123.2214286
215439_x_at,"Homo sapiens cDNA FLJ11924 fis, clone HEMBB1000343.",---,1.068014669,0.798839111,2.046537062,0.002806525,2.185731604,0.00108167,367.5307692,179.5866667,168.15
213323_s_at,ubiquitous tetratricopeptide containing protein RoXaN,RoXaN,0.99350087,0.967122744,2.080160373,0.000289878,2.066641141,0.000423999,121.5923077,58.45333333,58.83571429
1569321_at,"Homo sapiens, clone IMAGE:5173306, mRNA",---,1.143375403,0.519693972,2.085846319,0.0024996,2.384905375,0.000418337,103.9307692,49.82666667,43.57857143
238733_at,Homo sapiens transcribed sequences,---,1.022402824,0.920330785,2.113914638,0.001709743,2.161272295,0.000248618,125.3692308,59.30666667,58.00714286
1559126_at,KIAA0690 protein,KIAA0690,0.914634221,0.772386377,2.140302752,0.006773111,1.957594139,0.006698082,152.8461538,71.41333333,78.07857143
205194_at,phosphoserine phosphatase,PSPH,0.983881936,0.923665999,2.224641629,0.000548648,2.188784714,0.000603402,297.3307692,133.6533333,135.8428571
240633_at,hypothetical protein FLJ33718,FLJ33718,0.794088791,0.119142579,2.244199584,1.11748E-07,1.782093734,5.47115E-05,138.3923077,61.66666667,77.65714286
226716_at,KIAA1205 protein,KIAA1205,1.135479097,0.606849718,2.248894726,0.007005849,2.553572953,0.003892,115.0384615,51.15333333,45.05
236060_at,KIAA1627 protein,KIAA1627,0.815052411,0.39328034,2.254646686,6.02656E-05,1.837655217,0.008638303,125.2230769,55.54,68.14285714
239635_at,hypothetical protein MGC15912,MGC15912,1.045024712,0.819025272,2.262663505,0.003047293,2.364539279,0.004110942,128.7153846,56.88666667,54.43571429
1559582_at,"Homo sapiens, clone IMAGE:5441133, mRNA",---,0.980212014,0.930365104,2.285785591,0.003449372,2.240554499,0.004416161,126.8153846,55.48,56.6
233479_at,Homo sapiens mRNA; cDNA DKFZp686C17101 (from clone DKFZp686C17101),---,0.964526729,0.872188735,2.287557719,0.003539474,2.206410565,0.0079693,131.0923077,57.30666667,59.41428571
1566040_at,Homo sapiens transcribed sequence with weak  similarity to protein ref:NP_054848.1 (H.sapiens)  PRO0478 protein [Homo sapiens],---,0.746880095,0.155008184,2.295052939,0.000284588,1.714129357,0.008515394,385.5076923,167.9733333,224.9
230623_x_at,ubiquitin specific protease 28,USP28,0.939039099,0.733239082,2.304044323,2.68309E-05,2.163587705,0.000189696,310.9384615,134.9533333,143.7142857
204265_s_at,chromosome 6 open reading frame 9,C6orf9,0.934157105,0.838108821,2.334147334,0.009384691,2.180460316,0.005220818,105.8769231,45.36,48.55714286
238931_at,hypothetical protein MGC3329,MGC3329,0.840243372,0.335193295,2.372862474,0.000279467,1.993781968,0.000926955,131.0769231,55.24,65.74285714
214682_at,polycystic kidney disease 1 (autosomal dominant),PKD1,1.212244629,0.426220937,2.377244492,0.002146201,2.881801868,0.000651895,208.2307692,87.59333333,72.25714286
236291_at,retinol dehydrogenase 5 (11-cis and 9-cis),RDH5,1.044334398,0.869155362,2.38256176,0.00909791,2.488191202,0.007771541,222.5153846,93.39333333,89.42857143
244780_at,sphingosine-1-phosphate phosphotase 2,SGPP2,1.485660532,0.220496832,2.402148842,0.004245668,3.568777725,0.000220362,207.7538462,86.48666667,58.21428571
220712_at,Homo sapiens transcribed sequences,---,0.866078168,0.572164016,2.447404214,0.000640875,2.119643358,0.001851042,157.7923077,64.47333333,74.44285714
220906_at,Homo sapiens transcribed sequence with moderate similarity to protein ref:NP_055301.1 (H.sapiens)  neuronal thread protein [Homo sapiens],---,0.785522133,0.31799366,2.470495258,0.000478023,1.940628704,0.007417399,132.2538462,53.53333333,68.15
1559975_at,"B-cell translocation gene 1, anti-proliferative",BTG1,1.558423717,0.285737654,2.502748145,0.001596422,3.900342066,2.76671E-06,102.7461538,41.05333333,26.34285714
217612_at,homolog of yeast Tim50,TIM50L,0.821639568,0.421755395,2.52156662,0.0006691,2.071818909,0.00644422,101.0307692,40.06666667,48.76428571
1562467_at,"Homo sapiens cDNA FLJ39766 fis, clone SPLEN2000307.",---,0.855694693,0.610527495,2.597560976,0.001017334,2.222719141,0.007241274,106.5,41,47.91428571
228697_at,histidine triad nucleotide binding protein 3,HINT3,1.184822378,0.285914282,2.655474516,0.002255602,3.146265631,0.001706588,1640.8,617.8933333,521.5071429
234765_at,"Homo sapiens, clone IMAGE:5313609, mRNA",---,1.017417417,0.939859549,2.678895384,0.001103762,2.725554823,0.001086407,177.2,66.14666667,65.01428571
215550_at,SLIT-ROBO Rho GTPase activating protein 2,SRGAP2,0.880982456,0.729640358,2.729562138,0.003801808,2.404696356,0.005288596,114.2230769,41.84666667,47.5
215281_x_at,pogo transposable element with ZNF domain,POGZ,1.285680346,0.360331516,2.826215344,0.002233412,3.633609522,0.000890363,225.7769231,79.88666667,62.13571429
231886_at,---,---,0.883742156,0.630818476,3.022403623,0.00207885,2.671025495,0.005611798,234.1153846,77.46,87.65
1558220_at,hypothetical protein LOC255812,LOC255812,0.980989082,0.942668805,3.107108863,0.006593091,3.04803987,0.009924552,180.7923077,58.18666667,59.31428571
205069_s_at,GTPase regulator associated with focal adhesion kinase pp125(FAK),GRAF,0.759773223,0.336625406,3.128229854,8.7252E-05,2.376745278,0.002004681,194.6384615,62.22,81.89285714
1552867_at,zinc finger protein 198,ZNF198,1.119388441,0.833260202,3.263937156,0.009609726,3.653613524,0.009076327,103.5538462,31.72666667,28.34285714
209703_x_at,DKFZP586A0522 protein,DKFZP586A0522,0.659127573,0.193630623,3.611883343,0.000373645,2.380691903,0.007500576,423.7461538,117.32,177.9928571
234089_at,"Homo sapiens cDNA FLJ12210 fis, clone MAMMA1000968.",---,1.219350778,0.602444129,3.738623549,0.001077263,4.558693532,0.001130589,120.7076923,32.28666667,26.47857143
1562290_at,Homo sapiens mRNA; cDNA DKFZp761E0311 (from clone DKFZp761E0311),---,0.854846336,0.572017359,3.863133548,0.002928862,3.302385558,0.006059869,256.1,66.29333333,77.55
222379_at,"potassium voltage-gated channel, Isk-related family, member 4",KCNE4,0.902351314,0.724505881,3.933476395,0.000104374,3.549377593,0.000437285,122.2,31.06666667,34.42857143
241879_at,Homo sapiens transcribed sequence with moderate similarity to protein ref:NP_060219.1 (H.sapiens)  hypothetical protein FLJ20294 [Homo sapiens],---,0.940028032,0.874996685,4.577697597,0.000704549,4.303164063,0.001034924,124.2692308,27.14666667,28.87857143
215599_at,SMA3,SMA3,0.766747377,0.383018432,5.244048583,0.003143372,4.020860495,0.007721372,166.0615385,31.66666667,41.3
243454_at,Homo sapiens transcribed sequences,---,0.481625812,0.148662974,10.3136419,0.001666226,4.967316153,0.007717845,112.9,10.94666667,22.72857143
